#;;;;;;;;;;;;;x;;;
enlightenment_thought_desc;Os Direitos do Homem;Les droits de l'homme;Die Menschenrechte;;Los derechos del hombre;;;;;;;;;x;;
NORMAL_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ libération de $SECOND_COUNTRY$;$ORDER$$FIRST$e Befreiung von $SECOND_COUNTRY$;;$ORDER$ Liberación $FIRST$ de $SECOND_COUNTRY$;;;;;;;;;x;;
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ libération de $SECOND_COUNTRY$;$ORDER$$FIRST$e Befreiung von $SECOND_COUNTRY$;;$ORDER$ Liberación $FIRST$ de $SECOND_COUNTRY$;;;;;;;;;x;;
springtime_of_nations;A primavera das nações!;Le Printemps des nations !;Frühling der Nationen!;;¡La primavera de las naciones!;;;;;;;;;x;;
springtime_of_nations_desc;As nações sonolentas da Europa despertam para pôr fim aos espectros do despotismo e da tirania;Les nations endormies d'Europe se réveillent pour lutter contre les spectres du despotisme et de la tyrannie.;Die schlummernden Nationen Europa erwachen, um die Gespenster des Despotismus und der Tyrannei zu vertreiben.;;Las adormiladas naciones de Europa despiertan para acabar con los espectros del despotismo y la tiranía;;;;;;;;;x;;
HND_conservative;Partido do Congresso Nacionalista;Parti du congrès nationaliste;Nationalistische Kongresspartei;;Partido del Congreso Nacionalista;;;;;;;;;x;;
HND_liberal;Partido da Independência;Partie de l'indépendance;Unabhängigkeitspartei;;Partido de la Independencia;;;;;;;;;x;;
HND_reactionary;Frente Nacional;Front national;Nationale Front;;Frente Nacional;;;;;;;;;x;;
HND_anarcho_liberal;Partido pela Liberdade;Parti de la liberté;Freiheitspartei;;Partido por la Libertad;;;;;;;;;x;;
HND_socialist;Congresso Nacional Indiano;Congrès national indien;Indischer Nationalkongress;;Congreso Nacional Indio;;;;;;;;;x;;
HND_communist;Partido Comunista;Parti communiste ;Kommunistische Partei;;Partido Comunista;;;;;;;;;x;;
HND_fascist;Partido da Unidade;Parti unitaire;Einheitspartei;;Partido de la Unidad;;;;;;;;;x;;
HND;India;Inde;Indien;;India;;;;;;;;;x;;
WEDID_ISDISCREDITED_DESC;Desacreditado até §Y$UNTIL$§W. Estamos por trás disso.;Discrédit jusqu'au §Y$UNTIL$§W. Nous sommes derrière tout cela.;In Verruf gebracht bis zum §Y$UNTIL$§W. Wir stecken dahinter.;;Desacreditado hasta §Y$UNTIL$§W. Estamos detrás de esto.;;;;;;;;;x;;
WEDID_ISBANNEDEMBASSY_DESC;Embaixada proibida até §Y$UNTIL$§W. Estamos por trás disso.;Ambassade interdite jusqu'au §Y$UNTIL$§W. Nous sommes derrière tout cela.;Botschaft verbannt bis zum §Y$UNTIL$§W. Wir stecken dahinter.;;Embajada cerrada hasta §Y$UNTIL$§W. Estamos detrás de esto.;;;;;;;;;x;;
OTHER_MUST_NEGOTIATE_WITH_WAR_LEADER;Nós não estamos autorizados a negociar com o §YLíder da Guerra§W inimigo, pois isso acabaria com a guerra. Um tratado de paz só pode ser assinado entre o §Y$ENEMY$§W e o §Y$COUNTRY$§W.;Nous ne sommes pas autorisés à négocier avec le §Ymeneur de guerre§W ennemi, car cela mettrait fin à la guerre. Un traité de paix ne peut être signé qu'entre §Y$ENEMY$§W et §Y$COUNTRY$§W.;Wir dürfen nicht mit dem feindlichen §YKriegsführer§W verhandeln, da dies den Krieg beenden würde. Ein Friedensvertrag kann nur zwischen §Y$ENEMY$§W und §Y$COUNTRY$§W unterzeichnet werden.;;No podemos negociar con el §YLíder de guerra§W enemigo, pues eso pondría fin a la guerra. Solo se puede firmar un tratado de paz entre §Y$ENEMY$§W y §Y$COUNTRY$§W.;;;;;;;;;x;;
unification_humiliate_cb;Impor Hegemonia;Imposer l'hégémonie;Vorherrschaft durchsetzen;;Imponer hegemonía;;;;;;;;;x;;
REMOVE_unification_humiliate_cb_desc;Humilhe outra grande potência para afirmar a liderança sobre sua união cultural comum.;Humiliez une autre Grande Puissance pour imposer la primauté sur votre union culturelle commune.;Erniedrigen Sie eine andere Großmacht, um die Vorherrschaft über ihre gemeinsame Kulturunion zu übernehmen.;;Humillar a otra gran potencia para imponer el liderazgo sobre vuestra unión cultural común.;;;;;;;;;x;;
REMOVE_unification_humiliate_cb_setup;Humilhe outra grande potência para afirmar a liderança sobre sua união cultural comum.;Humiliez une autre Grande Puissance pour imposer la primauté sur votre union culturelle commune.;Erniedrigen Sie eine andere Großmacht, um die Vorherrschaft über ihre gemeinsame Kulturunion zu übernehmen.;;Humillar a otra gran potencia para imponer el liderazgo sobre vuestra unión cultural común.;;;;;;;;;x;;
unification_humiliate_cb_short;Admitir Hegemonia;Admettre l'hégémonie;Vorherrschaft anerkennen;;Aceptar hegemonía;;;;;;;;;x;;
NORMAL_UNIFICATION_HUMILIATE_NAME;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;$ORDER$$FIRST$-$SECOND$er Bruderkrieg;;La Guerra Fraticida $FIRST$-$SECOND$;;;;;;;;;x;;
AGRESSION_UNIFICATION_HUMILIATE_NAME;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;$ORDER$$FIRST$-$SECOND$er Bruderkrieg;;La Guerra Fraticida $FIRST$-$SECOND$;;;;;;;;;x;;
PRODUCTION_REQUIRED_DAILY_INPUTS;Entradas diárias necessárias:;Matières premières quotidiennement requises :;Erforderlicher täglicher Input:;;Recursos diarios requeridos:;;;;;;;;;x;;
PRODUCTION_DAILY_OUTPUT;Produção diária:;Production quot.;Tägliche Leistung:;;Producción diaria:;;;;;;;;;x;;
COUNTRYALERT_NO_HasClosedFactories;Não há fábricas falidas em nossa nação;Aucune usine n'est en faillite dans notre nation.;In unserer Nation gibt es keine bankrotten Fabriken.;;En nuestra nación no hay fábricas en bancarrota.;;;;;;;;;x;;
COUNTRYALERT_HasClosedFactories;Existem fábricas falidas nos seguintes estados:;Il y a des usines en faillite dans les États suivants :;In folgenden Staaten gibt es bankrotte Fabriken:;;Hay fábricas en bancarrota en los siguientes estados:;;;;;;;;;x;;
CHI_1496;Hong Kong & Macao;Hong Kong & Macao;Hong Kong & Macao;;Hong Kong y Macao;;;;;;;;;x;;
ANY_STATE_STARTS;Qualquer estado;Tout État;Beliebiger Staat;;Cualquier estado;;;;;;;;;x;;
indian_sepoys_title;Rebeldes do Sepoy;Rebelles Cipayes;Sepoy-Rebellen;;Rebeldes cipayos;;;;;;;;;x;;
indian_sepoys_name;Sepoys Indianos;Cipayes indiens;Sepoyaufstand;;Cipayos indios;;;;;;;;;x;;
indian_sepoys_desc;"Um Sepoy, do persa 'Siphai', significando soldado, era um termo geralmente aplicado a soldados indianos a serviço de uma potência européia. Em 1857, vários sépóis empregados pela Companhia Britânica das Índias Orientais rebelaram-se contra o domínio britânico no que foi chamado de ""Rebelião do Sepoy"" e ""Primeira Guerra da Independência da Índia"". Rebeldes Sepoys lutam pela liberdade indiana do domínio colonial.";"Un cipaye, du perse ""Siphai"" qui signifie ""soldat"", désignait généralement un soldat indien au service d'une puissance européenne. En 1857, plusieurs Cipayes employés par la Compagnie anglaise des Indes orientales se rebellèrent contre l'autorité britannique au cours de ce qu'on a appelé la ""Révolte des Cipayes"" et la ""Première guerre d'indépendance de l'Inde"". Les Cipayes rebelles luttent pour libérer l'Inde du joug colonial.";Sepoy, abgeleitet vom persischen Wort 'Siphai' für Soldat, war ein Ausdruck, der allgemein für indische Soldaten in den Diensten einer europäischen Macht benutzt wurde. Im Jahr 1857 rebellierten Sepoys im Sold der British East India Company gegen die britische Herrschaft. Dies wurde mit 'Sepoyaufstand' und 'Erster indischer Unabhängigkeitskrieg' bezeichnet. Die rebellierenden Sepoys kämpften für die Befreiung Indiens von der Kolonialherrschaft.;;Cipayo, del persa 'Siphai', que significa 'soldado', era un término generalmente aplicado a los soldados indios al servicio de una potencia europea. En 1857, cierto número de cipayos empelados por Compañía Británica de las Indias Orientales se rebeló contra el gobierno británico en lo que se conoce tanto por el nombre de 'La rebelión cipaya' como por el de 'Primera Guerra de Independencia India'. Los cipayos rebeldes luchan por liberar a la India del gobierno colonial.;;;;;;;;;x;;
indian_sepoys_army;Rebelião do Sepoy;Révolte des Cipayes;Sepoyaufstand;;Rebelión cipaya;;;;;;;;;x;;
HND_ADJ;Indiano;Indien;Indisch;;Indio;;;;;;;;;x;;
ALD;Algeria;Algérie;Algerien;;Argel;;;;;;;;;x;;
REMOVED_BUDGET_CANT_LOAN_DESC;Os bancos só lhe emprestarão dinheiro se você tiver cumprido seus pagamentos de juros e não for hostil. Os bancos estrangeiros também nunca lhe emprestarão mais do que $MAXLOAN$% dos seus fundos totais disponíveis, por motivos de segurança.;Les banques ne vous prêteront d'argent que si vous avez respecté les paiements de vos intérêts et n'êtes pas hostile. Pour des raisons de sécurité, les banques étrangères ne vous prêteront jamais plus de $MAXLOAN$% de leurs fonds totaux disponibles.;Banken leihen Ihnen nur dann Geld, wenn Sie Ihren Zinszahlungen nachgekommen sind und nicht als feindlich eingestuft werden. Ausländische Banken leihen Ihnen aus Sicherheitsgründen außerdem niemals mehr als $MAXLOAN$% ihrer gesamten Geldmittel.;;Los bancos solo te prestarán dinero si has cumplido con el pago de tus intereses y no eres hostil. Además, los bancos extranjeros nunca te prestarán más del $MAXLOAN$% de sus fondos totales disponibles, por razones de seguridad.;;;;;;;;;x;;
WE_ARE_DISCREDITED;Nós estamos desacreditados;Nous sommes discrédités.;Wir wurden in Verruf gebracht;;Estamos desacreditados;;;;;;;;;x;;
INFLUENCE_NEIGHBOUR;Nação vizinha;Nation voisine;Nachbarnation;;Nación vecina;;;;;;;;;x;;
INFLUENCE_OTHER_CONTINENT;A nação está em outro continente;La nation se trouve sur un autre continent.;Nation befindet sich auf einem anderen Kontinent;;La nación está en otro continente;;;;;;;;;x;;
INFLUENCE_RELATIVE;Pontuação total da nação em relação à nossa pontuação total;Score total de la nation par rapport au nôtre;Gesamtpunkte der Nation in Beziehung zu unseren Gesamtpunkten;;Puntuación total de nación, en relación con nuestra puntuación total;;;;;;;;;x;;
INFLUENCE_AT_MAX;Nós não podemos ter mais que §Y$MAX$§W de influência em uma única nação;Nous ne pouvons pas bénéficier de plus de §Y$MAX$§W d'influence dans une même nation.;Wir können in einer einzelnen Nation nicht mehr als §Y$MAX$§W Einfluss haben.;;No podemos tener una influencia superior a §Y$MAX$§W en una sola nación;;;;;;;;;x;;
DIPLOMACY_DAILYINFLULENCE_GAIN;Nós ganhamos §Y$NUM$§W de influência no(a) §Y$COUNTRY$§W por dia. Nosso ganho base de influência é §Y$BASE$§W;Nous gagnons quotidiennement §Y$NUM$§W points d'influence en §Y$COUNTRY$§W. Notre gain d'influence de base s'élève à §Y$BASE$§W;Wir erhalten in §Y$COUNTRY$§W täglich zusätzlich §Y$NUM$§W Einfluss. Unser Basis-Einfluss-Zugewinn ist §Y$BASE$§W;;Obtenemos una influencia de §Y$NUM$§W en §Y$COUNTRY$§W cada día. Nuestra ganancia base de influencia es de §Y$BASE$§W;;;;;;;;;x;;
DECL_WAR_NO_VASSAL;Nós não estamos autorizados a declarar guerra contra §Ysatellites§W ou §Ydominions§W;Nous ne sommes pas autorisés à déclarer la guerre à des §Ysatellites§W ou §Ydominions§W.;Wir dürfen §YSatellitenstaaten§W oder §YDominions§W nicht den Krieg erklären.;;No podemos declarar la guerra contra §Ysatélites§W o §Ydominios§W;;;;;;;;;x;;
austrian_form_south_german_confederation_title;A Confederação Alemã do Sul;La Confédération d'Allemagne du sud;Der Süddeutsche Bund;;La Confederación de Alemania del Sur;;;;;;;;;x;;
austrian_form_south_german_confederation_desc;Embora a Alemanha não estivesse unida até a proclamação do Império Alemão, após a Guerra Franco-Prussiana, o nacionalismo emergente do século XIX enfatizou que a unificação era inevitável. A assembléia de Frankfurt de 1848 foi um importante precedente. Ao atingir uma posição dominante entre os estados do sul da Alemanha, podemos formar a Confederação da Alemanha do Sul.;Il fallut attendre la proclamation de l'Empire allemand qui suivit la guerre franco-allemande pour assister à l'unification de l'Allemagne. Pourtant, avec la montée du nationalisme au XIXe siècle, l'unification aurait été possible bien avant cela, comme en témoigne l'assemblée de Francfort de 1848. En nous imposant dans les États du sud, nous formerons les États du sud de l'Allemagne.;Obwohl Deutschland bis zur Proklamation des Deutschen Kaiserreichs nach dem deutsch-französischen Krieg nicht geeint war, bedeutete der steigende Nationalismus des neunzehnten Jahrhunderts, dass eine Vereinigung schon seit langer Zeit geplant war. Ein wichtiges vorbereitendes Ereignis war die Frankfurter Nationalversammlung von 1848. Wenn wir uns eine dominierende Position unter den norddeutschen Staaten erarbeiten, können wir den Süddeutschen Bund gründen.;;Aunque Alemania no estuvo unida hasta la proclamación del Imperio Alemán, tras la guerra franco-prusiana, el nacionalismo emergente del siglo XIX puso de relieve que la unificación era inevitable. La asamblea de Frankfurt de 1848 supuso un importante precedente. Al alcanzar una posición dominante entre los estados germanos meridionales, podemos formar la Confederación de Alemania del Sur.;;;;;;;;;x;;
OL_HOSTILE_SIEGES;Ocupação hostil;Occupation ennemie;Feindliche Besetzung;;Ocupación hostil;;;;;;;;;x;;
OL_VIEW_HOSTILE_SIEGES;Ativar/Desativar a visão de §YHostile Occupation§W.;Active la vue §YOccupation ennemie§W.;Schaltet §YFeindliche Besetzung§W-Ansicht um.;;Activa/Desactiva la vista de §YOcupación hostil§W;;;;;;;;;x;;
civil_war_setup;Termine a guerra reunindo nossa nação novamente sob uma bandeira comum.;Mettez fin à la guerre en réunifiant notre nation sous une même bannière.;Beenden Sie den Krieg durch die Wiedervereinigung unserer Nation unter einer gemeinsamen Flagge.;;Poner fin a la guerra reunificando de nuevo nuestra nación bajo un estandarte común.;;;;;;;;;x;;
POOR_MILITANCY_MORE_THAN;Militância de estratos pobres mais de;Militantisme des classes défavorisées supérieur à ;Militanz der Unterschicht höher als ;;Militancia de estrato pobre de más de ;;;;;;;;;x;;
MIDDLE_MILITANCY_MORE_THAN;Militância da classe média mais de;Militantisme des classes moyennes supérieur à ;Militanz der Mittelschicht höher als ;;Militancia de clase media de más de ;;;;;;;;;x;;
RICH_MILITANCY_MORE_THAN;Militância do estrato rico mais de;Militantisme des classes supérieures supérieur à ;Militanz der Oberschicht höher als ;;Militancia de estrato rico de más de ;;;;;;;;;x;;
POOR_MILITANCY_LESS_THAN;Militância de estratos pobres menor que;Militantisme des classes défavorisées inférieur à ;Militanz der Unterschicht geringer als ;;Militancia de estrato pobre de menos de ;;;;;;;;;x;;
MIDDLE_MILITANCY_LESS_THAN;Militância da classe média inferior a;Militantisme des classes moyennes inférieur à ;Militanz der Mittelschicht geringer als ;;Militancia de clase media de menos de ;;;;;;;;;x;;
RICH_MILITANCY_LESS_THAN;Militância do estrato rico menor que;Militantisme des classes supérieures inférieur à ;Militanz der Oberschicht geringer als ;;Militancia de estrato rico de menos de ;;;;;;;;;x;;
PRODUCTION_SORT_BY_AVAILABLE_WORKFORCE_TOOLTIP;Ordenar por §Y$TYPE$§W desempregado ;Classer par §Y$TYPE$§W sans emploi;Sortieren nach arbeitslosen §Y$TYPE$§W;;Ordenar por §Y$TYPE$§W desempleados;;;;;;;;;x;;
PRODUCTION_SORT_BY_AVG_INVESTORS_TOOLTIP;Ordenar por média de §Y$TYPE$§W no estado;Classer par §Y$TYPE$§W moyen dans l'État;Sortieren nach durchschnittlichen §Y$TYPE$§W im Staat;;Ordenar por media de §Y$TYPE$§W en el estado;;;;;;;;;x;;
PRODUCED_DETAIL;$VAL$ disponível para o nosso país;$VAL$ sur notre marché commun (priorité/rang);$VAL$ für unser Land verfügbar;;$VAL$ disponible para nuestro país;;;;;;;;;x;;
TRADE_AVAILABLE;Disponível;Dispo.;Verfügbar;;Dispone;;;;;;;;;x;;
SPA_2517;Micronesia;Micronésie;Mikronesien;;Micronesia;;;;;;;;;x;;
hungarian_culture_group;Húngara;Hongrois;Ungarisch;;Húngara;;;;;;;;;x;;
polish_culture_group;Polonesa;Polonais;Polnisch;;Polaca;;;;;;;;;x;;
czecho_slovak_culture_group;Checo-Eslovaca;Tchécoslovaque;Tschechoslowakisch;;Checoslovaca;;;;;;;;;x;;
DZG_ADJ;Danziger;Danzigeois;Danziger;;de Danzig;;;;;;;;;x;;
EVTNAME13201;Missão diplomática sob cerco!;Notre mission diplomatique assiégée !;Botschaft wird belagert!;;¡Misión diplomática bloqueada!;;;;;;;;;x;;
EVTDESC13201;Notícias chegam de $FROMCOUNTRY$, onde as elites locais expulsaram nosso embaixador do país  e suas tropas estão sitiando a nossa embaixada com a intenção aparente de aplicar essa decisão. Este assunto está se transformando em uma enorme perda de face internacional, que só pode ser evitada através de uma declaração formal de guerra contra o $FROMCOUNTRY$. Senhor, como devemos responder?;Nous venons d'apprendre que les élites locales de $FROMCOUNTRY$ ont expulsé notre ambassadeur et que leurs troupes assiègent notre ambassade. Cette affaire s'avère lourde de conséquences aux yeux du monde et il nous faut reprendre les choses en mains en déclarant la guerre à $FROMCOUNTRY$. Monsieur, que devons-nous faire ?;Uns erreichen Nachrichten aus $FROMCOUNTRY$, dass die lokale Herrscherelite unseren Botschafter des Landes verwiesen hat, und dass ihre Truppen unsere Botschaft anscheinend mit der Absicht belagern, diese Entscheidung auch durchzusetzen. Diese Affäre bedeutet für uns einen gewaltigen internationalen Gesichtsverlust, auf den wir nur mit einer formalen Kriegserklärung an $FROMCOUNTRY$ reagieren können. Wir sollen wir handeln?;;Nos llega la noticia desde $FROMCOUNTRY$ de que las élites gobernantes locales han expulsado del país a nuestro embajador y sus tropas han sitiado nuestra embajada con la clara intención de hacer cumplir tal decisión. Este asunto está derivando en una enorme pérdida de prestigio internacional, que solo se podrá contener mediante una declaración formal de guerra contra $FROMCOUNTRY$. Señor, ¿cómo debemos responder?;;;;;;;;;x;;
EVTOPTA13201;Por Jingo!;Bon sang !;Auf in den Krieg!;;¡Por Jingo!;;;;;;;;;x;;
EVTOPTB13201;Perhaps we should let the $FROMCOUNTRY_ADJ$ Dragon sleep.;Nous devrions peut-être laisser le dragon $FROMCOUNTRY_ADJ$ dormir.;Vielleicht sollten wir den $FROMCOUNTRY_ADJ$en Drachen schlafen lassen.;;Talvez devêssemos deixar a hidra $FROMCOUNTRY_ADJ$ dormir.;;;;;;;;;x;;
annex_core_country;Restaurar a ordem;Rétablir l'ordre;Stellen Sie die Ordnung wieder her;;Restablecer el orden;;;;;;;;;x;;
annex_core_country_short;Anexar $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;Anexionar $RECIPIENT$;;;;;;;;;x;;
annex_core_country_setup;Anexar $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;Anexionar $RECIPIENT$;;;;;;;;;x;;
annex_core_country_desc;Anexar um §Ycountry§W estrangeiro cujas províncias são todos os seus cores.;Annexez un §Ypays§W étranger dont toutes les provinces sont vos territoires clés.;Annektieren Sie alle Provinzen eines ausländischen §YLandes§W, die zu Ihren Kernprovinzen gehören.;;Anexiona un §Ypaís§W extranjero cuyas provincias son todas núcleos tuyos.;;;;;;;;;x;;
liberal_rebels_title;Rebeldes Jacobinos;Rebelles Jacobins;Jakobinische Rebellen;;Rebeldes jacobinos;;;;;;;;;x;;
liberal_rebels_name;Rebeldes Jacobinos;Rebelles Jacobins;Jakobinische Rebellen;;Rebeldes jacobinos;;;;;;;;;x;;
liberal_rebels_desc;Os rebeldes jacobinos liberais estão lutando pela inclusão de camadas mais amplas da população no governo da nação. Em uma monarquia absoluta, eles se levantarão para impor uma monarquia constitucional, enquanto em qualquer outro caso eles procurarão estabelecer uma democracia.;Les rebelles Jacobins libéraux luttent pour inclure des classes plus larges de la population dans le gouvernement de la nation. En présence d'une monarchie absolue, ils se dresseront pour imposer une monarchie constitutionnelle, s'ils ne cherchent pas à établir une démocratie.;Liberale jakobinische Rebellen streben danach, größere Teile unserer Bevölkerung in die Regierung unseres Landes zu integrieren. In einer absoluten Monarchie werden sie sich zur Erzwingung einer konstitutionellen Monarchie erheben. In anderen Situationen werden sie sich für die Errichtung einer Demokratie einsetzen.;;Los rebeldes jacobinos liberales pugnan por la inclusión de estratos más amplios de la población en el gobierno de la nación. En una monarquía absoluta, se alzarán para imponer una monarquía constitucional, mientras que en cualquier otro caso buscarán establecer una democracia.;;;;;;;;;x;;
liberal_rebels_army;Guarda Republicana;Garde républicaine;Republikanische Wache;;Guardia republicana;;;;;;;;;x;;
NORMAL_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ rétablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$e Wiederherstellung der Ordnung in den $SECOND$en Provinzen;;$ORDER$ Restauración $FIRST$ del orden en las provincias $SECOND$;;;;;;;;;x;;
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ rétablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$e Wiederherstellung der Ordnung in den $SECOND$en Provinzen;;$ORDER$ Restauración $FIRST$ del orden en las provincias $SECOND$;;;;;;;;;x;;
NOT_ENOUGH_FOR_BRIGADE;Não há atualmente o suficiente para mobilizar uma brigada;Il ny a pas assez de soldats pour mobiliser un régiment.;Es gibt zur Mobilisierung einer Brigade derzeit nicht ausreichend viele Soldaten;;En este momento no hay suficiente para movilizar una brigada;;;;;;;;;x;;
